,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98
S187,-19.373878,8.293562,-2.153212,1.6347967,6.269001,13.25258,4.8732615,-5.177305,0.20820643,-1.5719268,2.7503252,2.2330875,2.7083094,4.8154607,0.3367639,2.9920213,1.2856429,-2.0340474,3.139571,0.6985069,-0.5929459,0.84335315,-0.7080873,-4.6352596,3.2441406,-2.546731,1.7310832,0.021781525,-0.46381602,-1.1234735,3.3108468,-3.2775166,3.1912997,4.246982,1.971627,-5.7714643,1.8725172,-0.26905796,-5.4422355,2.9445193,0.62730455,-2.4616418,-1.1645263,3.9395888,-2.8054242,1.5396583,0.43135485,-0.19134569,0.3953362,-2.4154885,4.3211956,0.16656654,0.62132215,-4.173385,-1.228932,1.2723542,0.40303966,0.55157626,-0.24571592,1.1607662,0.6734596,2.2987351,0.90602595,2.3298178,-4.5391846,2.5007958,-2.4082015,-1.7560415,-1.6714495,-3.0145395,-0.67506194,0.064741105,1.0148578,-3.6912255,0.24810986,-0.9759998,-1.1659393,0.5853188,-1.4227933,-0.65873617,2.360735,-5.4164715,-2.9845462,4.5232077,-0.31103766,-4.258867,-3.0110722,-0.6710586,2.892321,2.8949416,-1.7365645,-4.6475005,4.960322,0.5374578,-1.0783256,2.979197,-1.2534999,-0.5935586
S193,-15.935109,2.442808,1.8011308,3.1377058,-5.257751,7.8342566,8.261155,4.541578,-1.1970584,1.7734249,4.6845784,7.466719,-3.1077805,-1.5711877,-1.827781,-2.5420744,-3.3529382,3.4959705,2.6376011,3.5720198,-0.9109458,4.946224,-1.7278256,2.7739825,1.2136518,-0.52091527,-3.1712086,-0.7654971,0.6328382,-2.6532123,5.9917226,-4.315851,4.676387,-1.4866967,4.0946617,-2.542174,-1.4905593,2.1977212,-1.1649619,3.34605,2.1565025,1.088759,-1.1216663,1.3433801,1.0520341,-3.5908048,-0.3231342,0.96478343,-1.5706818,2.0332327,-0.73409253,-1.7885668,-6.5223618,1.3752276,-1.9962157,1.9091715,-4.0584483,-1.5254838,-1.9443183,4.3662934,-1.4133413,1.1006945,-1.1871169,1.0037938,-0.5593797,1.0114774,0.16679798,0.2917189,1.9890754,-0.47551063,0.96579516,0.6775805,-3.9989648,1.1775277,3.3154156,-0.95616794,2.2598195,2.6779118,-2.5661087,-2.5475972,0.108765654,-1.6241386,3.5961154,2.8442729,1.4547708,-1.1178868,0.3545051,-1.3017521,-1.3275408,0.74447113,-0.11615569,1.5737185,1.9482998,-1.3307065,1.1494154,0.6592493,-2.1208515,2.272678
S194,-17.845722,1.2028644,1.1445466,-2.9253755,6.4542384,0.8118919,-0.18822445,3.2925727,3.6733222,6.8646913,3.2979887,-7.341365,2.3745112,-6.5480475,-8.339494,0.4006165,5.305746,-1.2776021,7.642514,-2.9339163,1.3830506,1.2202669,-3.7793872,0.5251979,-3.8269272,-2.7599006,-3.8037176,1.7819277,0.85732967,-0.3372186,2.367354,3.7704759,0.23872565,-4.2868443,-3.4158893,3.3350587,4.437263,0.027124843,-1.5896562,5.0147033,5.624788,-1.9607519,-4.4608912,5.491883,-3.6328735,0.7814406,-3.7904143,4.3316255,1.8438778,-1.4620538,1.9154557,-0.6621125,-0.22167443,-2.5789244,-0.48529923,0.8203255,-0.42262465,-1.7595501,0.09456088,4.016241,-3.1589885,0.8451932,0.51083845,1.9734243,-4.850901,-0.22219574,1.4240203,1.2040193,-1.0422136,0.13703535,0.9975189,-0.18968447,2.4528773,0.7648845,-1.0114149,0.8397872,-4.5824847,0.45197114,-1.5017769,-0.5479072,-5.2228656,1.8672526,0.78974634,1.4792815,0.06394608,-3.1908967,-1.6025926,-1.8474562,3.330941,-2.644329,-0.0027461762,-0.95834225,2.9143443,-2.6852727,2.7671025,-3.1949747,0.00095670985,0.70354766
S195,-16.164757,3.3610656,-2.8757286,0.29431486,1.9084194,13.073358,2.0033615,-2.1029887,-3.4798934,1.6563063,3.7437627,-3.7051349,-3.3295166,3.6333113,-1.8351624,1.1961147,-2.378955,2.2863631,-6.6132607,-3.8932576,0.8029206,2.5586562,-1.2090605,-3.8498027,-1.5018914,-1.2580205,6.9433384,2.1578434,-3.836759,2.9760258,1.0836636,-4.1882563,5.125804,-1.3999571,2.990108,-1.0262622,-2.949164,-1.174433,-0.3493074,-1.8626353,1.5350466,2.550691,0.4251918,0.05930004,-3.2450876,-2.8538303,0.66640556,0.09981209,0.35337755,2.0374076,-2.6602619,-0.29195768,-2.5994692,0.9532262,3.2713566,0.41617763,-0.43269664,3.9049282,-3.056742,4.102397,-2.493441,1.987002,0.09886261,-3.9218063,-1.3198391,0.9460551,-1.8870451,-3.5701964,-1.0090474,-0.035977434,-2.6675615,-1.3522377,-1.0363308,-1.4575597,2.1078405,-2.3483927,-0.9572587,1.995544,3.615704,0.5653599,-2.9399407,2.58416,0.6740434,-0.62167215,1.6302427,-2.6187537,-0.42865294,1.8859438,-0.6083376,1.3885945,-0.44311175,2.6849623,-3.6403928,-1.6009212,-1.9318707,-0.24570629,2.3552632,2.1466506
S198,-14.995544,4.056615,-4.270772,-1.674379,3.5780644,9.423265,3.6655548,-1.3231363,0.99153566,-0.6501588,3.0887668,-2.1854315,-5.2107425,0.47566575,-1.2834439,3.87981,-3.1417375,-3.0189383,5.021878,-0.39084297,-0.31940642,1.353908,-5.678011,1.8710943,3.263642,0.121862896,1.3646736,0.33998072,3.5567753,-1.3559883,0.4588482,1.2885114,0.7211646,-1.4991348,-1.321325,-3.0651867,-0.15239263,-0.26556185,0.41843063,4.0225058,1.9002346,1.0483927,-4.098663,2.0010464,-0.5433797,0.9689861,-1.0701545,2.953442,2.467116,2.6611702,3.2871094,-6.341164,0.54696006,-0.2520713,-0.63710946,-2.2469504,-1.1158763,-3.2722661,-6.0639043,1.1190529,-0.2518494,2.5616384,1.9680998,1.7906271,-0.8852793,4.302703,-2.0796356,-8.065425e-05,-0.89305353,4.4452147,-0.5519025,1.8141065,0.062264815,-3.6328616,1.9456589,1.5832444,2.8173628,1.8269134,0.17364317,5.2507296,-0.7067027,0.5519878,-1.2264647,1.0931996,4.2565794,-1.1635828,-0.6044915,4.8044305,0.17717917,-1.0093423,0.05549573,2.8386462,-2.914735,-0.16556853,1.1707628,-0.4299075,-0.25527403,-1.8897845
S200,-14.164692,0.8988456,-6.1277084,-2.4948719,5.1199374,10.97979,0.77556705,1.8830715,-0.7050633,5.990776,2.1181617,-2.2899706,-10.146349,-2.3044343,1.9814343,3.0736794,-2.4498491,0.5085994,1.6537195,1.0756528,2.599405,4.0940967,-3.0961964,1.082776,-4.505872,0.32648745,1.3480738,-1.235218,3.6873019,-1.1090546,3.1624832,0.84074533,0.1415105,-4.184009,-1.8786762,-6.959773,-0.20104414,-4.7695365,-1.0576432,2.5586507,2.4077888,1.460652,-0.45453298,-1.1346576,1.4528085,2.421436,3.0027926,-1.6928017,3.1929576,-1.3354306,0.054029625,0.070620514,0.9976624,-3.9381003,2.1222851,-3.0645661,0.89309347,0.8872872,-0.03351636,-0.98742956,-2.8517435,0.20479535,-1.3327951,1.1224158,2.2314696,0.40594596,-0.46635833,2.064712,-0.29170647,0.017794404,0.64318216,1.9377874,1.2532369,-3.3808928,-0.09289874,1.6572884,-2.4014509,-0.4029884,-0.19722806,-0.67846656,0.76916826,1.1050484,0.46816018,1.9954534,-1.2973889,-2.0155654,2.9199562,1.2717688,-0.8483475,1.957304,-0.83311176,-3.0708992,-0.44521207,0.19994238,2.1324894,0.972096,0.94969136,-1.5080347
S205,-18.84784,4.2107472,-1.1922164,-3.0741227,9.461829,4.7976904,-4.509234,-1.8240345,-1.0965768,6.932002,4.4246597,-4.9589696,3.2501464,4.37657,-4.092457,5.4986978,-1.6113179,3.0387256,-4.16585,-0.6501356,-3.7306123,1.0158032,-3.0190654,-0.21237534,2.052794,-1.3409754,3.9851186,-1.4969114,-0.9461113,1.3699986,0.35094932,-3.2099495,-1.1427811,-3.6088412,-2.9911213,6.112814,-1.511561,1.5715612,0.081760764,-0.20195618,0.0922235,2.4738967,-0.8359971,0.65434295,-1.6177688,1.2329406,-1.9884735,3.4479072,-0.19035941,0.91217107,-4.1499677,-3.0455656,-0.7962746,-0.020749934,2.201296,-1.236611,-0.626598,5.9489045,0.51715416,1.9440682,1.7021567,0.9169037,2.9907987,5.2437367,1.1404104,3.5689862,3.0118444,-1.1050742,-2.1849468,-4.266265,-0.7922703,1.51947,1.3202984,-2.2915437,-2.3597364,-0.6042443,0.20634846,-1.4749237,0.33557642,-5.3941193,-5.4884195,0.20395795,-0.3890523,-1.2919292,1.2975088,0.19215791,-1.4143277,1.0497913,2.8470783,1.7443519,0.8252496,4.8504868,-1.1143551,-2.9696782,-2.6048605,2.0997577,-1.5341916,-0.77454007
S224,-14.906225,-0.058234125,-0.279171,-1.8511347,-0.8459627,-2.761972,1.2198445,0.60420644,2.3508768,3.5858202,-4.564065,-3.4525506,-7.3702784,-2.2197082,-5.4639983,-0.26746693,-3.3418763,4.474227,6.912757,-0.63168836,1.8954308,1.0813177,-3.0827832,6.283013,2.6707845,-0.22681685,0.15901163,1.5101733,-0.24933748,0.0067183035,0.5205931,-0.29643798,3.6009865,-1.3257025,-4.545263,-3.5968034,-0.016877253,0.37066263,-0.12782581,-2.254139,1.0842067,-3.4067185,-2.3929813,0.85434884,0.25541908,1.174541,0.5136136,-2.5500307,-0.40790042,-1.5874263,-3.1713068,0.45517728,-1.7692767,-0.6755124,1.1659652,-2.2783482,-1.1229684,2.5403767,0.5520934,-0.3174903,0.23451193,-1.690904,2.227218,-1.9324528,0.7850847,1.4729983,-1.4725411,2.0730052,-0.5598883,1.4118476,-0.4354338,0.36465356,2.3758092,0.76018953,-1.1921825,-3.3067904,1.6536068,1.9645818,-2.7721424,-3.9712763,-0.18637669,0.26078632,0.86954737,4.0513678,1.7757875,-2.2203012,0.89506984,-0.7102423,-1.332143,-3.425216,0.14141,-1.9784974,3.9515567,-0.31135336,2.5435922,1.6294657,1.1511346,-0.36303353
S225,-17.452957,6.8765364,-0.9464032,-0.20180364,-2.9711158,11.034303,4.091742,1.5270877,-1.4811378,-0.61647516,-0.64811754,-5.2581296,2.0375574,3.803297,6.121016,3.1228158,1.6323994,-4.0141377,0.15030931,1.4518121,0.111371495,0.7115442,3.5622146,-3.043286,-0.10046659,-1.5778112,2.8112304,1.8084868,-4.8650274,1.677118,-0.00023882727,-2.5916672,6.618685,-1.032535,2.7074928,-5.7815323,3.3742294,0.39785594,-1.2702904,-3.519604,0.8512094,1.9016649,0.016657019,-2.1251323,-0.7778742,-2.5453045,1.5874499,2.1553693,2.5163414,5.856017,-2.904077,-2.1333413,2.2429006,-1.8270712,-1.7295172,-2.6074302,-0.007842296,2.0493534,-1.4544423,1.3589916,4.3264422,2.5080657,-0.44119728,1.480337,-1.0951027,1.0932764,1.2539618,-4.4894605,0.9494534,0.07173779,-1.2589077,0.11983547,0.45870468,2.0133042,-0.73471457,4.231653,-0.66473496,-1.3069135,-0.30906984,2.5757616,-2.1545012,-1.1647972,-2.324338,0.37831864,0.8658386,-3.082829,-0.082067244,-3.465557,1.0488921,-1.5517962,1.3706383,-1.0721,-0.7709037,-3.1734316,-3.3082864,-0.89252967,-1.6608934,3.033431
S227,-15.666731,3.1816175,-1.3936447,2.7013822,-3.7146895,7.6882133,9.01585,-1.8150651,-0.3796266,3.3297162,-0.7083283,-1.1271185,-5.692559,0.25044754,-0.66246855,-0.29751185,4.9083915,-0.6975348,1.8276918,6.1516848,1.1972175,1.9904333,-1.5310919,-0.14278235,0.68731165,0.33848077,-0.71343577,1.3151381,1.8147521,-1.1109701,2.293244,-0.32093772,0.38310075,-1.4632497,0.031036723,-3.2379456,3.188643,-0.124142215,-0.51638913,1.2114383,3.4480066,0.674992,-0.7597039,-0.033629563,-2.341432,-3.1466954,-1.4255428,-0.43204623,0.15837288,5.6355805,1.8999385,3.4279103,-2.586072,0.054392524,0.57115394,-4.3812723,-1.4643737,0.2916523,-3.1992211,1.9580624,-2.4966655,-0.3410185,2.7562351,1.8541762,1.5971878,1.5851845,-2.0545251,-1.2749969,0.37748778,-2.7555606,-2.1509812,3.4099836,-0.2878494,3.383906,-0.26783386,1.1066734,-2.1606286,-0.25788513,0.20039901,-2.3096461,-2.6576762,2.4935055,0.87972784,4.1095977,3.1085417,-3.622479,-0.30567455,-1.3660318,0.13306916,-1.4251055,-1.9529222,0.5882099,-1.7331107,2.1423,-0.99831474,-0.50363386,-3.991092,-0.49982345
S229,-15.692889,2.3747647,-1.249809,0.8195162,0.90181303,9.666424,1.2654057,2.2267451,-5.247713,-0.8881959,-0.16407223,-3.4101148,-6.6274104,-0.36894557,1.2493452,3.2752006,0.16052082,0.48406708,-0.12983489,0.5015994,6.3602123,-5.048764,-3.8357024,-2.3385289,-2.1806517,-0.08355908,3.654433,0.06438256,-4.39679,3.925758,0.16026509,2.7963574,1.2495385,0.53324854,0.91412157,-0.46694595,1.4753941,-1.8933433,-0.8625749,-0.5930345,-0.23420557,0.38232675,-1.3970221,-1.2445755,-0.8766992,-3.492783,2.2580595,3.1539168,-0.17738035,0.54229087,0.17796606,2.6940908,-0.2547448,2.094734,0.13012327,-2.5197773,0.21838318,-0.9670217,-0.2831914,1.0857676,-2.0721056,0.72610146,-0.7569009,1.6418557,-0.44520074,0.13476257,0.66269946,-5.3718925,-0.646074,-2.3226109,0.8069665,0.41046476,-0.5717853,2.3186767,-0.2363067,1.4750767,-4.0528693,0.34880742,-2.570134,0.15599483,-0.55532956,2.5484662,-1.8310696,-0.5312697,-2.2465444,1.5044959,-1.6393104,2.10131,2.5398839,-3.475774,-0.6189328,-0.1798495,-1.4086818,2.3919554,-0.7678545,-4.0444717,1.0628853,0.95916843
S231,-10.229922,-3.471853,-6.553857,-2.1972485,2.4697027,3.3815696,-1.4940926,1.1766695,-0.29678544,12.214039,4.4130273,-9.129821,-2.2999356,-0.3023513,-1.5873612,2.1987195,-0.7440504,-3.60417,-2.1765358,3.004948,2.992417,-0.086100966,-2.304686,3.1417706,-2.2605655,-0.14460216,-1.3851548,4.6835136,4.2839723,-1.8536701,1.9563938,0.14763719,2.5948193,-1.9500878,4.099906,-1.6456765,3.608641,0.249867,-0.13783228,2.3967574,-4.834746,-2.180739,-2.2475984,-0.8611726,1.087377,-1.486067,0.2919145,-1.9710943,-3.5021193,-3.0896623,2.1280804,0.72255915,-1.9588813,1.1303766,-0.6839394,-2.7213204,1.608815,2.6733274,1.129192,-0.26147875,0.7579707,-0.9083579,-1.8814303,-1.0584311,-5.3263535,-0.62720966,1.6341965,-1.6635975,-1.7100132,-0.53218424,-4.2573476,-1.3843052,1.3912376,-0.36219153,-2.5393848,-1.4256876,-2.8446305,-2.266706,-0.39480546,4.1580143,-0.14426549,-0.60009134,-3.547107,2.2423074,1.8915503,0.57093364,4.3914595,-0.6422711,-2.041427,1.678095,3.4471884,-0.9474583,-0.9732563,0.9555515,-2.3337045,0.6440358,1.0539178,3.0451946
S235,-11.404414,-0.9531903,-6.8244247,1.6156274,3.3335135,8.183708,-0.005523812,-3.63914,-1.8474427,4.5123153,6.0712576,-0.8738088,-0.5968127,1.3834869,0.9600668,3.594795,-5.328664,-3.1458948,-2.3214962,0.7153965,-2.1585705,4.219748,-0.40008757,-1.7603954,0.8667087,-3.9596372,-3.7490838,0.51547855,1.0001947,3.8328712,-0.3778504,-2.6706197,2.8739154,-3.842409,-3.542127,1.7064176,-1.7801578,1.0882901,-2.5185702,-0.5738357,0.4235372,-0.022977993,-8.090181,-0.32509613,4.4894137,-0.80194235,1.1424477,-0.970992,0.32998872,1.4049556,1.1873115,3.74031,3.088756,-0.38496995,1.5169792,-1.904624,1.3341594,0.40416723,0.43652233,1.4323279,-0.10456657,-2.8249624,-2.8102396,-3.5066783,-0.9394,-4.789155,-0.40436172,-1.5525793,-0.021756483,-2.1687405,-1.6023794,0.9973933,3.073255,0.22133489,1.6571943,0.7235483,-3.4715161,-1.8900325,-1.1527385,-1.0525174,0.81284714,-1.038388,0.78721607,-0.90075684,-5.0829597,-1.1148996,-0.2762205,0.41963467,-4.3823566,3.173167,2.0369964,2.4572406,3.1949358,3.395987,2.3138142,-1.3101528,0.40355378,-0.09263393
S239,-10.045431,-2.4147534,-6.7920985,4.090948,0.5779349,6.061931,8.422441,-10.940394,1.3557589,6.6534142,7.106927,2.7555618,-7.9319406,1.6129051,1.3429197,0.22535019,-1.5043583,-1.1638921,-2.1617627,3.2023575,-6.424301,-1.7420923,-6.6656337,-1.0160185,2.3030705,-0.27130216,2.2235153,-0.33213153,4.129928,-0.2598591,1.2510045,0.3150905,-0.021723272,-1.1076387,4.3192625,-0.9936719,-3.7634096,-1.2464354,0.40920657,1.6311184,-2.6664596,5.112953,-5.7057037,-3.5065894,1.2755195,3.1398902,-1.623969,0.83448213,-0.38273847,-1.275532,3.0509388,-2.602275,0.56340957,0.6888783,0.88008994,-0.46431884,-1.3006948,-1.4795963,-2.5014799,0.78457797,-2.001524,4.782947,2.310086,2.82429,-0.8804942,1.4813542,0.60196894,0.0030372688,-2.791186,1.3967487,-1.8069806,-4.2051783,2.1182196,-2.0874016,-0.21688326,-4.400763,-3.5355253,-0.79981977,-0.8104718,-1.2512373,2.6314173,-2.2812269,-0.7623947,0.8845171,2.5320377,0.37643173,1.6192435,-2.728811,0.25044996,1.0903865,-1.6169726,2.2227423,-0.851703,-0.6083391,-0.18407035,1.9665834,-1.9625412,-4.9405265
S243,-17.610527,4.1314187,-0.49309364,1.1056921,-0.97398794,8.9693365,8.314273,2.708777,-1.4789718,4.5145445,9.074787,1.0520749,-7.191619,1.4860748,-0.49260044,2.7924514,3.739498,-2.2451746,-2.2705667,0.582454,-1.2788702,-1.8009338,-0.19312805,-0.546089,-1.4092671,1.718839,2.2137842,3.312288,-1.0637195,2.4081964,-0.82375634,0.48711064,-5.0814705,-1.0864183,-0.52143073,-1.6349553,1.1556292,1.0337652,-2.2320027,0.09375772,1.8026127,3.5377553,-1.2231759,-0.5144497,0.6222167,-1.1057934,-1.9155185,4.1424546,1.1929864,0.86986804,-4.273085,5.7832727,1.4561137,-1.1370119,1.0813974,-0.99889123,-1.9554302,0.90692633,-1.8143138,2.2380831,-1.039779,4.4296966,-0.689062,-0.63199514,1.2617083,0.4012877,-1.1115286,-2.9202735,-0.78096694,-1.8843011,0.7890343,1.7015806,3.441026,1.742397,-1.6778599,0.7831627,-2.9133172,2.3085027,0.59183216,5.1149464,-0.9237083,1.8507304,0.6388618,2.1279545,-1.3735014,-1.1516612,-0.9989778,3.4961054,-1.2885759,-0.8290163,2.5903099,-1.3306551,0.60766685,1.0198268,-1.8020926,-1.4831634,-2.5046968,-2.8434415
S244,-15.082097,1.9846171,-5.5649724,-5.2756047,4.889117,3.8193607,-4.949548,-0.44687575,2.3903713,3.1433358,-3.6314511,-0.9664293,-11.525686,-5.022667,1.5443033,1.897682,-1.1686169,1.2339318,-1.5418862,-4.4997125,3.3191416,-2.8968627,-4.0241065,-0.61162686,0.8557169,-3.3486032,4.5935807,-2.9399831,3.9760253,2.6193075,-7.501151,2.0060897,-2.649494,-2.1392534,3.7505138,-0.2065194,1.2357085,-2.1784,-0.63515025,1.7672688,1.6872998,3.9968042,-1.6497428,-2.2482755,-1.2589916,0.8894798,-1.0678854,-1.4586316,0.24344505,-0.34313226,-1.2649863,3.1570249,-2.8496428,1.3172328,-0.3468027,-1.737805,-0.009252798,3.6207998,3.8850486,0.6075243,-3.0472362,-2.7635458,1.2390391,-0.82757705,0.9370122,2.0890417,-0.37074357,1.9756062,2.7279446,2.9529626,1.0655372,-0.008294886,-3.1906774,3.5605638,3.9384782,2.7263498,-0.44633678,4.1811233,0.71937895,-1.3214455,-3.836437,-2.674956,-0.15191546,2.083289,0.6388224,-2.1084552,-0.06286191,-3.4654024,-0.39720884,0.83126056,-2.8028433,0.7420203,1.2118291,-2.9240503,-0.7343617,0.29671174,0.23603597,-1.2153909
S248,-15.817044,5.25469,-9.278744,-3.6936607,4.9099493,9.664056,0.89434016,-4.7077065,3.9479904,5.704795,3.5163674,-4.0726023,-1.3612931,1.2940005,2.089091,0.07606072,-3.7357066,-5.3049083,-1.5419497,-0.8881628,2.7533123,0.613827,1.2371646,0.047475982,3.9390275,-0.9407112,-0.8574063,2.161302,4.2953095,-1.6405721,-5.8717904,-1.578054,-0.3241338,2.6943297,-5.6173882,-3.2683055,-0.31384236,1.7209439,1.8440863,-1.488549,0.0033527773,4.11115,1.0967596,-2.9409997,-0.62554663,2.954741,1.3374497,-3.4168177,-2.2099164,0.6338273,1.2146993,4.4248366,3.8360837,-4.9261947,-4.542556,-2.7444203,-3.128995,6.3446093,1.9683772,-1.6981869,1.2943453,1.5440193,-0.25975156,-0.004638011,-0.4590297,0.39998963,3.735483,-5.605949,0.72297704,0.8591727,-3.1226575,0.7024927,-1.3865803,-0.68582135,-0.34524384,-3.038544,-6.012072,2.5014389,-5.605897,3.0836487,2.5743163,0.07352049,-1.2468992,-1.3230677,4.869911,-0.8884737,-4.231121,-0.3323853,0.67416674,3.8281631,-0.31887805,1.882458,0.17214663,2.7824805,-1.721888,-1.900349,-1.9726247,1.9786711
S249,-13.2099495,0.87468445,-3.8372812,2.6469698,0.57007176,6.171012,3.5767918,-6.310229,-1.4118428,-2.5996387,0.31813014,-3.178123,-4.971318,1.855423,-2.8300476,4.2726655,-1.0844449,-5.944549,2.7712708,-3.38299,-0.3471753,-1.9938102,-2.1528013,1.8662108,-0.25865167,2.036335,-2.5559769,0.93590343,-2.8455877,3.6039505,-0.29074508,-0.6439808,2.0995097,3.473456,-3.0262105,3.1518373,-0.13406615,-1.7239884,2.4576309,-2.696674,2.3662136,1.6524107,2.4643455,3.755085,4.216214,-7.029349,0.20599407,1.7664862,-1.8728099,-2.7931802,0.042500336,3.2007582,1.0410742,0.7525662,2.4199498,0.074144244,-0.65282357,2.3923767,-1.5427909,0.55019444,-0.41349474,-1.530114,1.3267529,-0.34769806,-2.3851218,-2.2887223,0.35778433,0.89199805,-1.9273723,0.122540265,-2.7703564,0.4518843,1.165,-0.5871214,1.399733,-0.7816356,1.8022398,0.44064143,0.44614518,-1.1614873,2.6703057,-0.08765925,1.2573894,0.4197493,-0.8420946,1.0440121,-0.5655094,1.4529924,-1.0493455,0.5134222,-2.9925575,-2.6132598,-0.006555694,-1.4612263,0.8743864,0.24519959,-0.7829748,-1.3504817
S258,-15.208338,2.8350277,-2.0939426,-0.7870781,3.680556,5.8326507,0.8200587,2.287096,-4.2489057,0.34985858,0.13335696,-0.33376873,-9.203771,0.14232317,4.347008,5.84241,-3.699289,-0.6597727,-10.067175,-7.0646567,0.8948708,-1.2864076,0.0942571,-0.5200331,-1.0633339,2.011583,3.161465,-0.8619723,-2.2754886,-0.7071639,-3.2107844,2.9639025,0.6635894,-1.3587874,-4.0353427,2.9002397,2.9984956,-1.1222475,-1.6828749,-2.7773952,-0.44439042,2.2531738,0.19363984,4.0876517,1.5835117,0.0990575,-2.6127238,0.15123422,-3.5796409,0.5323489,1.0538111,1.1342257,1.800759,0.6272472,1.9374295,-0.25807273,-0.12994754,1.0661184,0.16202137,-1.5043052,0.45178583,-0.26405331,1.6149507,-2.4122934,-2.4374688,-2.4875393,2.4100373,-1.5210239,-1.593859,-0.9554056,0.6417773,-1.0832886,-0.5184574,1.3164699,1.6049339,0.08488334,-0.61883664,0.5121966,-2.0133867,1.3794543,1.2446624,-3.2967455,-0.87478733,-0.11609241,1.7472588,-2.2377458,-2.260779,-0.6596382,0.49799976,-1.5472001,-2.072832,1.797667,3.4923174,-2.9076245,-2.236588,0.123903885,0.32241115,-0.042295124
S263,-11.315408,-0.045756824,-3.8060544,2.870479,3.752791,9.877653,-0.16739468,1.8784953,-10.773134,7.503109,7.286709,-5.229513,1.2000699,5.525602,-0.05838171,-1.9881094,-1.4928197,-0.36217517,-0.45277685,1.825341,-0.42525545,1.0502695,-7.325953,5.936572,-3.2852223,0.44440663,-0.5652057,-0.70503217,-2.1267648,-3.1601207,2.9886234,1.8983783,-3.6476924,-1.6542308,1.1193644,-1.3749192,5.308742,-4.084294,1.4011246,0.18429023,-4.699462,-3.132653,-8.140174,1.2113736,0.1519399,0.021459302,1.8741844,0.20648849,-3.3731594,-1.4171901,-2.1060176,-1.8008614,-0.194388,1.5345962,0.0027695019,-1.9499458,1.0200416,-0.31884784,-0.81293935,-2.2080076,-1.5672418,3.008107,-0.38919628,-1.335346,0.45563102,-2.559502,-0.7449751,-1.7442555,-1.051301,-0.36352366,1.1565249,-2.0934727,0.09522864,0.9945088,-0.694302,1.905748,-2.9317932,-0.44100016,2.156327,3.5062087,-5.8855605,0.85151166,-0.04343341,-1.6977925,-0.090610445,1.9332156,-2.5150876,-0.66496426,-2.4875543,0.46873286,2.259177,1.4224184,-0.22824584,-1.43254,1.7295303,0.98353404,1.5322965,-2.215375
