,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98
G18169,29.628967,8.768937,2.9063585,11.297974,17.475386,-4.959684,14.914182,-1.4117383,-3.9992464,10.284473,-6.8764625,17.594152,4.6567216,2.5986443,-8.293136,0.6013175,-8.4004965,0.93470025,-7.7399864,1.5653397,6.695545,10.816695,-0.94710714,-2.2348166,10.120852,0.009027173,3.5449834,-2.9929721,-1.835678,-3.778425,1.7501184,1.5016245,-2.3027787,0.1522295,4.7716794,-0.5047814,-0.14278705,3.257493,0.013394113,-3.5793002,0.5101733,-1.3480083,-0.9411375,4.2228355,4.088295,-1.8425602,-1.5964682,3.314455,3.3634968,-1.1668768,4.206306,0.048735533,-0.33476105,-4.0637274,-0.35618725,1.5636722,0.45701677,1.4709971,-1.8935707,1.5443585,0.10582744,-0.055129994,1.4653795,-0.23616359,-0.7574932,-1.8533537,1.9164777,2.5435412,-0.4475012,3.533236,1.4544847,-1.0253383,-1.9167129,4.296949,-1.1263433,-1.8836685,-3.9883173,-1.9281685,1.8737797,-1.7942079,2.3086264,0.28995338,0.51304907,-3.9520657,-4.072644,3.8417757,1.6787838,0.78996545,2.8514063,2.906834,-1.5280306,-1.1829693,-1.7559724,1.8792316,0.318487,-0.8048089,-1.5868596,0.6965714
G18170,5.4500675,28.948513,14.415465,-8.739204,3.3106518,-0.9642845,-8.339041,-9.57375,20.074854,-15.460818,6.648468,1.165385,4.0179543,-3.698323,5.7707467,-4.194247,7.602745,7.9086094,0.93847525,-4.5448103,0.45534292,8.788861,1.1241869,-1.5913861,-0.100974716,-0.10906699,9.266107,1.2755117,1.906472,2.21468,3.2550597,1.0835388,0.30313957,-0.72120017,3.871327,-1.9233719,-3.3185549,5.701375,0.034542482,-5.5068245,-6.6685596,-2.6341696,2.422971,6.025308,2.3263674,4.9623556,-1.6542631,0.6316233,2.1397452,1.3897514,1.1298591,0.10324635,1.4514649,-0.5402351,3.3673165,-0.8513109,4.040371,-6.9186363,2.5738094,0.6927775,7.3938484,2.4652545,3.8122094,5.644246,-5.7261233,-4.4753017,1.5361342,2.355633,2.5828428,1.5829169,-2.0308928,-2.667002,-5.120383,1.7588547,0.41998878,-2.0393958,-6.061508,1.9450749,6.6565557,-4.457695,3.941734,-3.1850271,-2.1941655,-1.9080952,3.8456926,2.461793,-1.7181394,0.22758721,-0.2091949,0.74841136,0.038234327,-1.3499098,-0.82490283,0.4799697,1.1676217,-0.16771133,2.3091962,-1.4882802
G18171,24.449722,16.656593,0.028622432,1.1393672,7.5859866,7.022693,-2.6025488,-8.237999,9.412947,7.153389,3.5144703,8.278956,-6.4214215,1.1877909,5.80244,-7.069307,-0.25468054,-1.3402008,0.30602926,-0.15787931,-7.7602787,1.4577174,1.2913388,1.8996164,0.7166013,-1.4095176,-2.4722145,-3.6655283,-5.1238904,3.086659,0.38869357,-0.5150334,2.5573454,-0.6106498,0.10269015,-0.33076417,1.4127955,4.7957234,-2.6816604,1.2431074,-2.893591,-7.0034404,4.085997,-0.9290031,-1.4223362,-0.15773278,2.9897437,0.7024059,5.616658,-1.9526552,2.8399746,1.2495359,6.198258,3.055665,2.4940872,0.45885593,4.0276403,-1.2290283,-2.652867,7.7347016,1.8779508,2.3258853,-5.007201,0.69168526,0.5858496,3.4748123,-3.8902147,1.6646236,1.7385563,2.9997249,-2.2905185,-0.57429683,-7.840059,-1.4089375,-0.89044476,0.38573205,-1.8306834,1.8276787,-2.8187742,0.27912974,-1.0049003,-2.7719245,-1.3774141,-1.8508155,0.16806705,5.180835,3.2066507,0.9737058,-0.8416127,0.79627204,-0.058357544,-4.713179,3.536254,0.04777116,0.24019326,3.307876,0.53160995,-0.5202448
G18172,24.83307,3.6916003,5.55321,5.321946,3.1770072,2.223281,-7.2073607,-5.244751,1.2055295,0.021916587,3.8451552,-3.46266,0.74339974,-0.871034,-2.7380934,-1.3673643,-1.9712778,2.951415,1.7247143,1.2910972,1.0337654,3.3396273,2.1356142,-0.27695486,1.5496148,-2.3619921,-0.8505617,-6.133708,-0.9550636,1.9490966,2.0205739,-2.3869748,-3.4458475,0.4671996,-0.5597719,0.35534227,1.9077947,5.0122666,0.5262983,0.35474053,-3.617241,-2.8770382,0.24122657,-1.4663945,-0.9162929,-0.07015076,3.655701,0.6416595,1.0579759,-1.3475351,1.3454199,1.187766,1.6120901,0.21826611,0.6521343,1.1572804,-0.83144397,0.7204668,-2.6866906,4.682318,1.3527436,0.7534558,0.2352062,0.43684468,0.108633876,0.8780554,-1.6967155,-0.602557,0.7502194,2.087963,-1.2735821,1.1597512,-3.7631855,-0.14835174,-0.8442544,1.0913674,0.5360074,3.4859633,1.9331484,0.53298634,-0.18664461,-0.87999123,-0.28441656,-2.0804315,0.023417061,-1.1472692,0.08683552,-0.096701324,-0.9414341,-2.1976695,1.2136847,-1.1801219,1.768462,1.0056529,-0.3416629,1.3123515,0.2526603,0.16385868
G18173,31.303207,10.694507,1.7994846,8.396191,25.932419,-8.434769,16.662601,2.4652913,-4.6379285,7.8166475,-7.6450357,11.298783,1.5730021,1.6205752,-8.683857,2.9916651,-5.374332,-3.4617987,-7.1275244,-3.2426846,3.5843067,10.791666,-0.6833971,-4.539915,10.229641,1.3619152,2.4495945,2.0391827,0.17758079,-4.4969044,-3.5459309,2.6204178,-1.8779238,2.3969567,5.081449,1.8443669,-0.90388906,-0.7338972,3.0812032,1.7091819,1.086911,2.5875843,2.7048156,3.8961682,5.193231,0.5332414,-1.121017,0.1565182,6.3427706,1.0943272,-0.29124114,0.55478776,-4.1945686,-3.7176116,-1.782458,0.09888882,-0.058272306,1.7573276,-5.5330276,-1.1068381,-0.13263935,2.4967637,-0.01017495,1.1182985,0.057252266,-1.4093138,-0.9400331,0.15365314,3.6297266,2.8710864,-0.00798334,2.7510128,1.8839966,1.910776,0.70011497,-0.1374077,-3.789899,-1.7264122,0.35375968,-3.2036428,0.7846445,2.0843806,-0.49369973,-0.8474054,-0.9680015,0.18434006,-1.0553279,2.4788086,0.73231107,-0.33057383,3.7321825,-3.6838877,0.98846143,-0.88923794,-1.4187882,-0.18818203,2.6295564,0.18903936
G18174,31.797243,13.082922,-2.1032405,5.6069813,25.801231,-4.1921644,14.386029,3.5039325,-3.9576285,3.5778363,-4.7043447,4.786442,-1.0182073,0.9705954,-1.2885298,4.4628854,-0.43210992,1.0023614,-3.420146,4.0490203,-3.2909098,-2.586923,4.2582374,3.7203064,1.4014835,-3.1365309,3.775837,-5.2869425,-3.939551,-1.7893581,-3.0154855,5.0048304,3.5712755,-1.8179355,3.9203212,-2.9924417,-1.5757594,-2.2882402,-0.609144,-0.80653185,2.7066038,0.7467707,2.907746,2.4874046,0.48257622,-0.9400299,0.008624435,-0.780326,1.5322157,-1.6776981,3.7057295,-0.9774793,1.4436749,-1.2816362,-3.3808656,-2.4131532,-0.40234125,0.8062116,1.253446,3.877853,-2.387646,0.80578715,-0.4529677,0.66446894,-0.68005013,-0.07036609,1.8590106,-1.3819504,1.1705122,1.1379963,1.42209,-2.70401,-2.0139282,2.8098164,-0.3994111,-1.4361622,-2.5346668,1.8598834,0.19318153,1.8666108,-0.979822,-1.6859181,-0.57482284,0.9975961,-1.8167336,0.382881,-1.5513206,-0.6502763,0.46587184,0.17798135,2.3536513,-0.60166043,-2.3564446,0.4662324,0.819003,-2.6273062,1.5631684,-1.9865332
G18175,43.607594,16.581528,-23.11187,-12.472972,-13.209423,3.364751,2.3823469,6.6499004,-3.169271,7.2114697,-7.573374,6.886707,-2.5767665,2.8556557,-2.2961895,3.5831192,-0.79246724,-0.17024404,-6.42494,2.9699366,4.141498,3.239419,4.2133856,-1.7985733,9.569718,-5.6180267,-1.1536801,-4.485677,-0.95088214,-2.0519118,-2.617449,6.3845835,-0.07061598,0.70956355,4.903329,3.1228201,0.37847075,-4.071477,0.77916723,1.7882476,1.3712665,0.8055825,1.4091299,0.4573839,3.9430015,-1.561757,-2.8006852,0.7829542,1.9338017,1.2405366,-1.4384793,3.1013799,-3.346714,0.15694723,0.067726746,-0.15585297,-0.053249814,2.4441135,3.133446,0.4878079,1.69406,2.3474126,0.5868902,1.4964238,-0.047325276,0.33182207,3.9021852,-0.61748874,1.353303,-0.06922369,-1.8978062,-2.207024,-0.8817164,2.3067465,-1.2148293,-0.94558984,-2.735159,3.467896,-0.37078848,-1.535774,-0.23218986,-1.868252,0.9626242,1.4109149,0.75629675,1.4833097,0.5317528,3.0245988,1.090513,0.47512957,2.1043136,0.8378827,-3.2883854,-5.3070216,2.789969,3.2613988,-1.1265968,0.7380006
G18176,42.3751,13.5793915,-20.005188,-8.379511,-9.581305,0.081846386,3.3590214,6.963972,-5.5463934,7.6154623,-6.318426,7.4305153,0.2210154,1.075706,-0.6789942,0.5622459,-0.3776429,1.3903342,-4.668799,1.1366262,3.4270022,7.1336765,6.039624,-4.634602,1.9868671,-3.5032718,-6.17043,0.030163197,0.49503046,-0.6845065,2.5068219,3.774184,4.857298,-1.4466784,2.5060356,-0.267585,-1.7964029,-1.7641029,-2.0814734,3.051407,-1.0119236,0.27001804,0.9596661,-0.4178677,3.627499,-1.2030982,2.0453699,-0.24001867,3.6366546,-0.35406905,0.18205106,0.6701753,0.47193828,-0.6972249,2.7430828,0.8196647,0.8090264,1.0552137,0.25863045,0.011315318,-2.9160287,-2.009706,-4.245564,2.036872,-0.3924663,-1.880463,-0.5140152,1.0801095,-1.8098505,-1.8039796,-2.4008677,-2.3955245,-1.0644966,-4.633701,-2.4012444,-0.12545264,-1.4122546,1.4543179,-1.6657225,1.5779701,1.4469424,1.2768177,-1.3230108,0.5342506,0.8497425,-0.2742933,-1.4715832,2.4569132,3.8235369,-0.986783,-1.1246778,0.6261617,0.6237881,0.4937316,0.9595952,2.827029,1.4114294,0.97484696
G18177,33.44549,8.183643,-3.4043074,3.560163,-1.0293748,0.99501914,2.1363447,3.7161896,-1.4032009,-6.1775045,5.2134233,-7.3485136,-8.891145,2.9290993,0.59209186,-6.650391,-5.518389,1.960163,-0.6655371,0.15035543,2.7337856,-0.2610032,3.4416456,-1.5955143,4.6033034,3.538797,-0.7317946,1.0796274,1.9310908,-0.5787889,-0.19875292,-1.7663429,-1.7557739,3.9623845,0.90928286,-1.462286,-0.43825373,0.116947226,1.1795782,-1.903431,0.9624299,-1.0543242,2.009751,-0.5269998,0.73252064,-1.6175301,0.72920334,0.34712023,2.1435776,-1.4842371,-0.2862605,2.1216395,-1.3996733,1.0839156,1.3288202,0.3705912,1.119858,-3.2709095,-1.3866308,1.2871394,0.8668392,-1.906122,1.2346047,2.873283,-0.67582583,-0.74454725,-1.8234957,0.84409875,-0.51631564,-1.3521229,1.5976696,-1.0800024,-0.1736635,-0.33084708,-0.10641423,-3.5549393,-1.7766756,2.0191467,-2.2846735,1.3020245,-0.7894534,-0.7579877,0.75844187,-1.4143698,2.4110715,-1.1315467,-1.6792032,2.5051413,-3.0703673,1.50435,1.692446,-1.2965223,-0.2063102,1.5429022,2.0739155,-0.23933117,2.3803024,-1.2069501
G18178,30.866076,9.77305,1.6786126,8.966193,24.512875,-5.4977884,15.987894,6.3762794,-6.870597,6.794018,-6.8737297,4.229801,-0.44185695,0.07262103,-5.1174316,-0.3190979,-2.2551844,-3.8054676,-4.2063937,2.480774,1.0216205,4.177159,3.1628144,-3.266006,8.807693,0.48125097,-4.2100406,6.243338,1.144647,-1.9112164,-5.2439938,1.1269745,0.31475228,4.0834117,0.52317053,2.8865342,-0.2517628,-4.1139026,5.029466,0.106566355,0.5859177,0.60753965,3.245109,-1.4691389,2.058571,-5.438619,-3.2629097,-1.7209865,3.6600516,-1.8696129,3.2403405,-1.468618,-4.141864,-0.53180104,-1.5528166,-3.6071422,1.0382851,-0.69741374,-0.581191,-0.37315348,-4.29499,1.115984,-1.0638304,0.24924675,-1.5374366,-2.3108187,-1.8676126,-1.065431,-1.0601172,4.471414,-2.3368735,0.23648621,-2.503055,-1.3888956,-1.7449616,0.30792564,1.4217101,4.2217536,2.3911576,0.8358235,-1.2004342,-1.7797354,1.2465556,-0.7156141,-4.5526795,1.0917906,-1.5749007,-6.1723228,-0.16753107,-0.3043404,3.1861975,0.09896214,-0.054582722,0.7539065,-1.293264,-2.4417465,2.7175994,-0.38258055
G18179,-1.3806025,24.921816,23.325504,-9.466012,7.4017496,7.8453784,-10.383448,-1.9886221,7.2939963,-0.9095884,15.621423,3.598451,10.290001,0.55698097,2.762455,-6.408968,-0.98391044,6.9883823,-7.361136,-3.9713051,-3.7779682,5.424244,2.3815303,2.7405078,2.9047384,0.06976394,12.286318,0.97772765,1.4352142,1.215307,-0.3186422,0.865123,1.1765891,5.4592752,3.6192167,1.0676473,-1.5895165,1.7657257,-0.41977,6.0548244,-4.7064385,-3.0984802,0.5527578,6.0497065,0.17218688,1.7328687,-4.181191,-2.744,1.9914595,-2.7070513,5.0398107,-4.374829,1.1912678,2.1090899,4.892382,-5.4295263,-1.9667958,-2.3663557,2.2771735,1.2892406,3.961286,1.9111618,0.16601479,2.240523,4.34346,-4.072192,-4.4679284,-4.3508134,0.5547182,-2.0005357,-0.8265936,-0.031236218,-3.2396543,2.0817761,2.558576,-1.0441992,1.6512909,3.413245,1.1507162,-0.1794388,4.3138137,-2.7970057,2.157831,-3.8116713,-2.8809583,-1.7421978,1.5949292,-3.4801412,-4.0878153,-2.033314,1.197514,-2.7653637,4.945986,0.94062525,0.007827876,0.4218045,0.69518,-3.4921253
G18180,3.3094661,24.363947,18.868797,-6.1865325,9.826962,8.822208,-17.583965,1.8116164,0.8758803,2.3163145,8.244089,-4.533217,7.9587736,5.8026676,0.6558401,-2.8031354,6.909624,1.582678,0.5583279,3.5379102,-2.9798357,-7.968333,-1.2829149,3.7594676,1.8754495,4.9238954,6.3841124,-0.70029116,-1.2067816,0.8538037,2.9086795,3.5546434,-1.3559829,-3.1900969,-0.871331,-1.3658673,-6.015561,2.2958844,7.712853,-3.3226378,1.8896328,5.8327947,-1.0426916,6.343157,-9.4238825,1.2838298,-2.6135375,4.3888345,0.4079851,-4.65882,1.7132118,-1.1097504,-1.581924,-5.1237645,-2.2791362,2.9884472,0.19467738,-2.1835818,0.8656435,2.1497686,1.6379597,1.3469672,-2.1068094,-0.75939214,2.7417936,0.749479,-3.1795518,-1.711269,4.8624573,-3.2636633,-1.5472231,2.4133608,-3.033317,0.4191395,1.3594749,-4.2990294,0.052949227,-1.4897304,4.998731,5.1671505,0.25111246,2.0728545,2.1296158,-1.179787,0.49274772,-2.6739745,-1.5623071,-1.0661328,-4.199936,-1.5609745,3.2786202,1.050083,-3.441179,9.400091,1.1569786,-1.6256202,1.7515807,0.93420756
G18181,1.8842363,26.475647,18.606441,-3.484543,5.681046,12.797497,-6.7511206,-4.741472,8.609883,-6.018865,7.437823,0.5547984,5.14258,8.126153,9.335049,-3.767037,1.8777397,12.09759,-2.0310726,-1.6570512,-1.8689439,-0.33643633,-5.1697617,-0.24624571,0.56147647,4.543947,10.205883,3.3178813,-1.7664468,3.3465366,-1.0490702,-0.61809516,6.2731876,-3.617914,5.7147546,-1.3999357,-2.4290986,-0.49214515,6.754408,-2.821194,1.5200076,1.7055181,0.22232786,-0.27813482,-0.44622332,5.989118,-0.85729754,-3.1989288,2.8581142,3.1615663,3.1541352,3.0209136,4.1939464,-5.280693,0.32911408,1.6138216,0.36502042,-5.111064,0.78823435,-2.1437922,3.2150202,-1.4813573,-0.65637195,1.6271437,-1.275539,-2.6164746,3.312158,-1.9019005,0.89812905,-3.7949777,-0.6880753,5.6363673,-0.39738965,5.360155,2.3867307,-0.22520795,0.051841293,1.1775786,2.5901756,0.4645095,-2.1784666,-0.32075137,-6.2117443,-7.1808634,1.3255237,-4.3895345,4.7142663,2.9915314,-2.314846,-0.020487169,3.5309458,-2.7491868,3.0321057,-1.4163009,4.507189,-2.0636823,-1.0190768,-2.41831
G18182,32.718662,10.829214,-7.8370256,-2.034453,0.91146994,-0.5917131,2.949226,3.9425004,-3.8338878,1.4304998,-1.2505038,-4.161181,-4.5460997,0.45324722,2.2339149,-3.5538218,-1.9289017,0.69101626,-4.5940647,1.7171814,1.8968145,2.1852498,4.272449,-2.4653301,7.1652393,-3.8906713,-5.367281,-2.7135725,-3.2484074,-6.1087112,-0.53247756,2.6412458,2.1121137,-0.81147414,1.3823466,1.3700002,1.4833274,-1.920578,-1.5117897,1.6595308,0.11931875,1.0603399,2.3729706,0.72959226,3.2707539,0.26101518,-3.1370902,0.50753796,2.0440953,0.80471814,-1.0785682,1.859916,-0.7397076,2.0325682,-1.1358479,-1.6836553,1.2201964,3.691901,-0.043348845,0.903693,2.542044,-0.57026887,-1.5849525,1.3696382,-0.9739278,2.7363007,0.5962591,2.1090198,0.28825703,-0.6453147,-2.7921064,-1.9174492,-0.16112489,0.44431502,-0.068049826,1.9866669,2.2155044,-2.000959,-1.0134412,-1.526407,0.345553,-1.6521947,-1.759238,0.9743076,-2.3515563,1.5151428,0.523522,2.9765964,1.0219237,1.9167823,1.8346015,2.7443426,-0.021576839,-4.3174896,1.4606751,2.025016,-1.112124,2.5501332
G18183,41.60999,18.646599,-21.041014,-13.9929905,-12.9054165,4.1442947,0.21283142,10.082019,-4.088618,0.98521465,-5.4051385,2.3600912,-0.8951856,-1.2225409,-1.354185,3.2351599,-1.6828371,-0.68200797,-0.9276224,1.882657,1.3573706,3.59537,6.7449813,0.5282089,5.5204473,0.50555557,-2.5758836,-0.11761381,-0.825631,-0.21954496,-0.75128293,3.539117,-1.3698524,1.0606493,1.8629762,2.114162,-0.86682105,-0.8323913,0.3384887,0.7107647,1.3594321,-0.48591763,-2.3714838,-1.0989448,-0.35159194,-1.1289673,1.4978684,-2.3374228,0.062388096,-0.19626163,0.9226717,3.4723709,-0.9911363,2.3950403,1.6752447,-0.6754153,-2.0990186,-1.5231048,0.34723666,1.0867593,0.9519184,2.1105218,-0.83652943,0.23866448,-0.9670644,2.9063563,-2.4522483,1.0946753,0.680486,-1.4090472,-1.5228485,-0.33105102,1.795379,-1.0305636,0.67103904,1.6819237,0.44577745,-1.2187738,-0.89077544,-2.3681633,-0.21745391,0.6759746,-1.1408415,1.2335699,1.4352604,-0.010846117,-0.73074645,2.3774216,1.386093,1.7849609,4.8832297,-0.7013207,-2.3317914,-2.6077547,-2.9518955,0.0052855206,-0.42257166,1.0874941
G18184,1.1247851,25.379126,17.724455,-7.3919225,7.3705263,13.662883,-17.471565,3.187841,0.2990396,-0.0040886723,14.0489435,-1.7893203,3.5304415,5.9026527,-2.072923,-3.2806163,5.3837705,1.4962565,-3.2552574,0.94599766,-5.6884904,-11.169381,-0.42663503,3.5865066,0.7855358,-2.2228894,5.0559244,0.5834887,-3.1390445,3.3076973,2.1629753,0.98973566,-8.129517,-2.9300451,-2.4964356,-1.4732732,-3.0456693,4.478884,5.036981,-0.81808335,3.7697697,4.564115,0.7467776,10.556222,-4.453936,1.6077974,-1.3926303,1.588892,5.145289,-5.296322,1.0507302,0.8780567,-1.3643532,-5.2463417,-1.8856304,1.4096766,0.33152655,-7.0983114,-1.2940899,-0.5381934,3.1395628,4.644101,-0.039614666,-3.0437624,5.5548477,4.299986,-3.1044455,0.15318556,1.7519879,0.5821747,-2.0646203,2.5163667,-2.2865686,-0.36059448,-0.20933591,-3.9538262,3.3406458,2.6019638,1.0294588,2.6324737,1.6131222,0.7906194,1.8678304,-3.61964,1.0351058,0.47619882,3.4340286,-0.53644305,-2.2249248,-4.5187488,0.38991326,2.909055,-0.5050941,5.126818,-0.8366538,-0.8455196,2.5283985,0.9225217
G18185,42.116955,17.99563,-22.780785,-14.432264,-13.225657,2.5203443,-4.928984,4.7556906,-2.9960732,1.6218529,-1.3498315,2.0452998,-0.8480675,0.68233544,-1.1628261,-0.57539934,-2.9357877,-1.0824273,-3.6512973,4.878607,3.626125,6.783761,6.491368,-0.50791883,5.986002,-2.209921,-2.916636,-1.6866369,-4.324982,-4.0265775,2.0649936,2.7986686,-1.710958,0.17983481,0.99199307,1.1614895,-0.21827844,-4.539411,2.4398978,-3.7648695,3.5494034,-1.0917546,0.1959956,-0.059790414,3.296527,-5.4386053,-1.4782223,-0.831836,4.514812,-0.7615112,2.7799067,-0.5618506,0.05937056,-2.4796553,-2.016758,-1.1416925,4.083214,-1.9855305,-0.559948,1.1109703,-1.3890532,-2.8742714,-2.7816594,0.59644157,-1.4152874,-1.8153371,-0.8675314,1.501265,0.41710198,-3.5870204,-1.9698459,0.9957467,-2.312092,1.575505,0.637873,-1.0429643,-0.42149416,-1.8774492,-0.95100206,-0.9300513,-0.26683342,-0.10010719,0.37540233,1.0338079,1.6568179,1.1329939,-2.7488735,-0.5068719,0.9815385,0.35767815,4.715061,2.452179,1.5808376,-0.16685885,1.2082747,0.057562172,-0.72637963,0.77495784
G18186,36.179787,11.817288,-3.7354548,6.1268477,23.426691,-7.3137355,16.707335,8.480541,-5.9341297,6.0528135,-5.449492,1.3941913,-0.33078215,1.015503,2.080203,-1.3766898,-0.7513605,2.0485308,-5.1147842,10.188848,-3.2483046,-3.5900738,8.184572,2.8070054,1.2921871,-12.216072,-4.070654,-5.7043858,-2.7120633,-1.6020627,-9.220759,-0.011096761,2.8006985,0.22609955,2.795264,-1.1537756,3.3098054,-1.8075,1.6065047,3.7764816,3.0294793,4.7953887,-0.64700586,0.5181262,5.463075,-3.428242,0.40734142,-1.6690062,-0.2591606,-3.272724,-2.9361598,-0.97588056,-2.753034,-1.5962459,-3.5324767,-0.3084442,2.974753,3.056564,-5.5561543,1.9015472,1.53729,-1.557342,-1.2488703,4.5698957,-0.90908706,-7.3528447,1.8121816,0.46663132,0.59599113,-2.9493306,-4.317902,-1.6633786,0.32256818,-2.3953724,-1.1867235,0.49309668,2.8540003,2.5607347,0.5033261,1.8586321,-1.8030269,1.5774131,-1.1476333,-1.3084893,1.8444991,2.47671,-0.6753457,-1.3511095,0.7260096,-0.9531134,-2.0826278,3.522095,3.7922432,1.7425104,-0.88944334,-0.82709086,1.6798646,-0.253045
G18187,40.374355,13.614902,-15.656358,-6.6872506,-1.6235986,-2.4953651,7.8150005,10.291342,-8.539684,8.593563,-5.421403,4.456145,-4.2231174,-0.22749874,-2.368094,-1.7873695,-2.258853,-2.3671231,-6.268073,4.799216,-0.61518645,9.061089,-0.38765836,-6.207271,10.029614,-3.907166,-4.9821496,0.11788275,-3.6796618,-4.008599,-2.9715223,2.904497,-3.1674733,1.9408612,-0.15791067,1.1986573,-2.7557955,1.5502688,2.859614,1.4706575,-0.8388399,0.45889312,-4.5507827,6.5552363,0.5670306,-2.648741,-1.957552,-0.17110315,2.1873107,-2.8110445,-4.479571,-2.184951,2.105977,-4.607657,2.1496267,2.5127823,1.1450716,0.78420633,-2.7876189,-1.6320536,1.6609,0.39591,-1.3919203,-0.9757703,1.9217111,-0.26749548,-1.1696198,-1.790731,3.101082,2.6365857,1.6793312,0.08819239,-1.2415733,3.084745,0.7528409,1.5168672,-1.0463084,-1.2187216,-0.40718997,0.6895772,3.4100032,2.6183507,1.3743566,-2.3658822,-0.8648371,1.7030891,0.96528494,1.5713753,1.4621893,0.6711871,-0.75438577,-0.8185322,-1.9908658,0.40319356,-0.5524208,0.7887098,-2.6154978,-0.16568248
G18188,38.428165,17.598944,-20.493425,-12.288277,-16.145145,0.40492874,-2.8434436,-1.6724888,1.5209662,2.8776617,-11.53273,7.148585,-9.904457,-1.2175679,-3.9893956,1.5387679,-0.43793005,3.8421235,0.41766047,4.0591,11.624585,2.7981398,1.9784807,1.4560392,1.8650743,-4.5802355,-2.3069706,-3.3680973,1.8753082,1.6840786,1.3652335,1.5269847,0.24575426,-3.5450335,0.14559744,4.9106283,-3.3136694,-1.6742264,-1.5958546,0.19653733,3.9977543,-2.506482,-1.9670446,1.4837509,1.3061846,3.122012,-9.055742,0.071475364,1.1896944,-4.3704057,2.634693,2.1679742,1.765129,3.619951,-0.8810488,-4.7719536,-1.085371,-1.5970353,2.682237,-0.9392394,-3.5490549,5.187201,-3.1274421,-4.3505616,-0.22857712,4.127334,1.2226788,1.8851151,0.7751568,-2.0646424,-4.5662346,5.307346,-1.065773,0.8404331,-0.36822253,-1.5555748,-0.95102674,1.6101255,2.8566027,-0.779699,0.08994089,0.16119981,-2.5721512,0.32944137,-2.9815269,-1.2502029,1.2301991,0.1492359,1.8739963,2.8853354,4.096662,2.8212383,0.3470572,1.2874801,-3.2257667,0.86077136,1.8080946,-3.1564782
G18189,25.149023,14.494463,2.2604394,-1.4001954,5.6284056,-6.2811546,4.2203774,3.2400217,0.59308046,-4.983587,-1.8160743,-9.208838,-2.781974,1.637811,0.1316156,-4.746251,-0.047166076,2.290389,6.3001366,2.5668113,2.8393848,1.737674,-0.7484248,-6.983426,1.3614223,-5.7375555,0.6144774,4.1876345,-0.28289643,0.21441858,2.5912561,-4.843563,1.3170618,-1.8813684,0.27219826,6.9249587,-0.47568566,-2.6205525,-1.3813276,1.9933643,-1.8400371,1.7584115,-2.9797792,1.8317089,2.7202969,-0.45155272,-3.488623,0.5057749,-1.0419402,-1.3152412,-0.8852926,-3.8060465,1.4144337,1.5783505,-0.9651396,-1.059876,1.7145163,0.75325584,1.982449,-0.8573149,-1.8591859,-1.2084497,-1.0585195,-2.0301602,-1.8133478,2.3241625,-0.058567103,-1.0306995,-1.171079,-1.5628332,-3.355342,0.15690964,2.2415233,-1.3135314,1.8158724,4.3632803,0.42722738,-3.9734902,-1.6161324,-5.7047334,0.1360862,2.412427,-2.83457,1.7683507,-3.6124806,1.9273181,-1.0348699,0.45132366,1.6470941,1.5351076,1.3677154,0.05923704,1.5583006,-1.3774823,-1.5272843,1.2212701,1.621496,1.4001998
G18190,29.946259,9.350305,1.9528738,8.654744,24.388613,-5.9780173,12.905312,0.9834524,-4.8950377,10.05252,-5.958653,8.126215,0.51052386,3.7522824,-4.352967,2.2981732,-2.0001073,-2.132784,-4.845787,0.8927762,6.280962,4.580591,-3.4300764,-2.1180134,4.481582,-3.9699004,-1.3049191,-4.4781523,-4.609098,-0.7035922,-1.3926277,2.045668,-1.4178506,-3.2541401,4.544034,-0.27152976,0.62034965,2.1040637,0.6272946,-0.94983464,-0.8327667,2.7312653,1.6218199,1.5568092,2.2111292,-0.61611027,-1.6283841,0.13578321,3.4606018,-0.03143482,3.2024806,-0.37802193,-0.6563946,-1.373121,-1.7800068,0.5177393,2.5143135,2.5514758,-2.0249774,0.19646026,-3.4595795,-0.7892868,-1.0223176,-1.8864335,0.25030392,-2.9731574,1.842441,2.1821682,2.2442973,-0.9861331,-2.5318754,1.7374884,0.20151654,0.8291266,1.3437045,-3.2132068,-1.5483978,-1.4297656,-1.9156677,3.2162254,-0.4262594,1.1434299,-0.93984723,-3.5590944,-0.41697675,-1.6935654,-1.2075771,1.7485437,-0.19241701,-1.8386648,-0.033695478,0.09036532,2.3640995,2.9194624,1.275602,3.4696877,-0.2820577,-0.21479997
